,train,val,test
slide_75,False,False,True
slide_168,False,False,True
slide_492,False,False,True
slide_403,False,False,True
slide_367,False,False,True
slide_152,False,False,True
slide_498,False,False,True
slide_240,False,False,True
slide_167,False,False,True
slide_218,False,False,True
slide_200,False,False,True
slide_108,False,False,True
slide_385,False,False,True
slide_281,False,False,True
slide_278,False,False,True
slide_279,False,False,True
slide_2,False,False,True
slide_111,False,False,True
slide_238,False,False,True
slide_131,False,False,True
slide_7,False,False,True
slide_0,False,False,True
slide_1,False,False,True
slide_428,False,False,True
slide_418,False,False,True
slide_295,False,False,True
slide_355,False,False,True
slide_447,False,False,True
slide_164,False,False,True
slide_407,False,False,True
slide_408,False,False,True
