,train,val,test
slide_284,False,False,True
slide_92,False,False,True
slide_153,False,False,True
slide_119,False,False,True
slide_162,False,False,True
slide_88,False,False,True
slide_89,False,False,True
slide_252,False,False,True
slide_132,False,False,True
slide_151,False,False,True
slide_464,False,False,True
slide_307,False,False,True
slide_423,False,False,True
slide_261,False,False,True
slide_302,False,False,True
slide_76,False,False,True
slide_361,False,False,True
slide_362,False,False,True
slide_190,False,False,True
slide_93,False,False,True
slide_258,False,False,True
slide_9,False,False,True
slide_10,False,False,True
slide_245,False,False,True
slide_246,False,False,True
slide_475,False,False,True
slide_273,False,False,True
slide_438,False,False,True
slide_36,False,False,True
slide_434,False,False,True
slide_435,False,False,True
slide_494,False,False,True
slide_495,False,False,True
slide_291,False,False,True
