,train,val,test
slide_210,False,False,True
slide_211,False,False,True
slide_390,False,False,True
slide_183,False,False,True
slide_87,False,False,True
slide_384,False,False,True
slide_405,False,False,True
slide_277,False,False,True
slide_141,False,False,True
slide_366,False,False,True
slide_142,False,False,True
slide_359,False,False,True
slide_244,False,False,True
slide_385,False,False,True
slide_306,False,False,True
slide_434,False,False,True
slide_435,False,False,True
slide_85,False,False,True
slide_238,False,False,True
slide_178,False,False,True
slide_264,False,False,True
slide_206,False,False,True
slide_428,False,False,True
slide_104,False,False,True
slide_76,False,False,True
slide_291,False,False,True
slide_391,False,False,True
slide_392,False,False,True
slide_460,False,False,True
slide_432,False,False,True
slide_433,False,False,True
slide_412,False,False,True
