,train,val,test
slide_8,False,False,True
slide_446,False,False,True
slide_20,False,False,True
slide_448,False,False,True
slide_496,False,False,True
slide_294,False,False,True
slide_416,False,False,True
slide_233,False,False,True
slide_470,False,False,True
slide_471,False,False,True
slide_447,False,False,True
slide_15,False,False,True
slide_203,False,False,True
slide_343,False,False,True
slide_361,False,False,True
slide_362,False,False,True
slide_458,False,False,True
slide_440,False,False,True
slide_115,False,False,True
slide_103,False,False,True
slide_457,False,False,True
slide_425,False,False,True
slide_111,False,False,True
slide_43,False,False,True
slide_193,False,False,True
